uuid,sku,title,price,in_stock,link,description,category,tags,image_url,image_path,gpt_dict,breeder,length_inches,gender,certificate,age,multiple_fish
aaa2e20,8337600053417,"KOSHIJI SHOWA 18""-20"" BOWL #2",640.0,True,https://gckoi.com/products/koshiji-showa-18-20-bowl-2,"Breeder: KOSHIJI (KASE)Sex: uncheck Size: 2sai 18""-20""",,"['fall 2024', 'koi', 'KOSHIJI', 'nisai', 'showa']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_0196.jpg?v=1733449829,gckoi_data/aaa2e20_KOSHIJI_SHOWA_18-20_BOWL_#2.jpg,"{'breeder': 'KOSHIJI (KASE)', 'length_inches': '18""-20""', 'gender': '', 'certificate': False, 'age': '2sai', 'multiple_fish': True}",KOSHIJI (KASE),"18""-20""",,False,2sai,True
2d1cbbe,8337754849449,"KOSHIJI SHOWA 18""-20"" BOWL #3",640.0,True,https://gckoi.com/products/koshiji-showa-18-20-bowl-4,"Breeder: KOSHIJI (KASE)Sex: uncheck Size: 2sai 18""-20""",,"['fall 2024', 'koi', 'KOSHIJI', 'nisai', 'showa']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_0219.jpg?v=1733452856,gckoi_data/2d1cbbe_KOSHIJI_SHOWA_18-20_BOWL_#3.jpg,"{'breeder': 'KOSHIJI (KASE)', 'length_inches': '18""-20""', 'gender': '', 'certificate': False, 'age': '2sai', 'multiple_fish': True}",KOSHIJI (KASE),"18""-20""",,False,2sai,True
81e0be6,8337751507113,"KOSHIJI SHOWA 18""-20"" BOWL #4",640.0,False,https://gckoi.com/products/koshiji-showa-18-20-bowl-3,"Breeder: KOSHIJI (KASE)Sex: uncheck Size: 2sai 18""-20""",,"['fall 2024', 'koi', 'KOSHIJI', 'nisai', 'showa']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_0244.jpg?v=1733453278,gckoi_data/81e0be6_KOSHIJI_SHOWA_18-20_BOWL_#4.jpg,"{'breeder': 'KOSHIJI (KASE)', 'length_inches': '18""-20""', 'gender': '', 'certificate': False, 'age': '2sai', 'multiple_fish': True}",KOSHIJI (KASE),"18""-20""",,False,2sai,True
9b0a9cf,8337909285033,"KOSHIJI SHOWA 18""-20"" BOWL #7",800.0,False,https://gckoi.com/products/koshiji-showa-18-20-bowl-7,"Breeder: KOSHIJI (KASE)Sex: uncheck Size: 2sai 18""-20""",,"['fall 2024', 'koi', 'KOSHIJI', 'nisai', 'showa']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/IMG_0313.jpg?v=1733455807,gckoi_data/9b0a9cf_KOSHIJI_SHOWA_18-20_BOWL_#7.jpg,"{'breeder': 'KOSHIJI (KASE)', 'length_inches': '18""-20""', 'gender': '', 'certificate': False, 'age': '2sai', 'multiple_fish': True}",KOSHIJI (KASE),"18""-20""",,False,2sai,True
085c268,8501050966185,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #13",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-12-certificate-koi-15,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON018.jpg?v=1745992405,gckoi_data/085c268_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#13.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
d9183ea,8501034025129,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #14",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-12-14-certificate-koi-13,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON015.jpg?v=1745988548,gckoi_data/d9183ea_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#14.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
4fb4759,8501290893481,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #17",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-12-certificate-koi-18,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON030.jpg?v=1745993221,gckoi_data/4fb4759_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#17.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
bd1c9b9,8501299413161,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #18",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-12-certificate-koi-19,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON031.jpg?v=1745993377,gckoi_data/bd1c9b9_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#18.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
bce7173,8501317337257,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #20",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-12-14-certificate-koi-20,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON033.jpg?v=1745993716,gckoi_data/bce7173_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#20.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
1d974bc,8501332836521,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #22",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-12-14-certificate-koi-22,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON035.jpg?v=1745993981,gckoi_data/1d974bc_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#22.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
b77899f,8501337555113,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #23",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-12-certificate-koi-23,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON036.jpg?v=1745994063,gckoi_data/b77899f_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#23.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
ec8c190,8502542336169,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #25",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-12-14-certificate-koi-25,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON023_142c2687-0bf8-43cf-b852-dba76c6aa214.jpg?v=1746027642,gckoi_data/ec8c190_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#25.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
6d17365,8502659514537,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #27",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-12-14-certificate-koi-27,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON026.jpg?v=1746039165,gckoi_data/6d17365_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#27.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
9ff87a1,8503027826857,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #29",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-12-certificate-koi-29,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON028.jpg?v=1746045473,gckoi_data/9ff87a1_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#29.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
3cff4e0,8503050535081,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #30",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-12-certificate-koi-30,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON029.jpg?v=1746045842,gckoi_data/3cff4e0_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#30.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
98b35ec,8503055220905,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #31",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-12-certificate-koi-31,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON037.jpg?v=1746045991,gckoi_data/98b35ec_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#31.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
569ae36,8503261069481,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #38",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-12-14-certificate-koi-38,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON045.jpg?v=1746049663,gckoi_data/569ae36_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#38.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
14267d8,8501012627625,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #4",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-12-14-certificate-koi-3-copy,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON005_8ad6d651-e5c5-420e-9938-d54ef3583b24.jpg?v=1745984070,gckoi_data/14267d8_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#4.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
89b00bb,8501028847785,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #5",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-12-certificate-koi-5,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON006.jpg?v=1745986857,gckoi_data/89b00bb_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#5.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
cb9d5e4,8501029142697,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #6",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-12-certificate-koi-6,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON007.jpg?v=1745986923,gckoi_data/cb9d5e4_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#6.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
ce54fe8,8501029372073,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #7",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-12-certificate-koi-7,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON008.jpg?v=1745986987,gckoi_data/ce54fe8_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#7.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
eb416a9,8501029568681,"MARUDO JUMBO TOSAI 10""-12"" CERTIFICATE KOI #8",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-12-certificate-koi-8,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON009.jpg?v=1745987055,gckoi_data/eb416a9_MARUDO_JUMBO_TOSAI_10-12_CERTIFICATE_KOI_#8.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
d9db188,8503271162025,"MARUDO JUMBO TOSAI 10""-13"" CERTIFICATE KOI #39",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-12-certificate-koi-39,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON046.jpg?v=1746049827,gckoi_data/d9db188_MARUDO_JUMBO_TOSAI_10-13_CERTIFICATE_KOI_#39.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
8c55103,8503276339369,"MARUDO JUMBO TOSAI 10""-13"" CERTIFICATE KOI #40",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-13-certificate-koi-40,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON047.jpg?v=1746049905,gckoi_data/8c55103_MARUDO_JUMBO_TOSAI_10-13_CERTIFICATE_KOI_#40.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
5b4897a,8503313334441,"MARUDO JUMBO TOSAI 10""-13"" CERTIFICATE KOI #41",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-13-certificate-koi-41,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON048.jpg?v=1746050508,gckoi_data/5b4897a_MARUDO_JUMBO_TOSAI_10-13_CERTIFICATE_KOI_#41.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
b48aa1b,8503320641705,"MARUDO JUMBO TOSAI 10""-13"" CERTIFICATE KOI #42",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-13-certificate-koi-42,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON049.jpg?v=1746050628,gckoi_data/b48aa1b_MARUDO_JUMBO_TOSAI_10-13_CERTIFICATE_KOI_#42.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
cff7c99,8503326572713,"MARUDO JUMBO TOSAI 10""-13"" CERTIFICATE KOI #43",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-13-certificate-koi-43,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON050.jpg?v=1746050704,gckoi_data/cff7c99_MARUDO_JUMBO_TOSAI_10-13_CERTIFICATE_KOI_#43.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
e384374,8503336829097,"MARUDO JUMBO TOSAI 10""-13"" CERTIFICATE KOI #44",350.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-13-certificate-koi-44,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON051.jpg?v=1746050817,gckoi_data/e384374_MARUDO_JUMBO_TOSAI_10-13_CERTIFICATE_KOI_#44.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
92ca9f2,8503402823849,"MARUDO JUMBO TOSAI 10""-13"" CERTIFICATE KOI #46",500.0,True,https://gckoi.com/products/marudo-jumbo-tosai-10-13-certificate-koi-46,Breeder: Marudo with certificateSex: uncheck,,"['koi', 'Marudo', 'sanke', 'tosai']",https://cdn.shopify.com/s/files/1/0565/8830/4553/files/EPSON054.jpg?v=1746051836,gckoi_data/92ca9f2_MARUDO_JUMBO_TOSAI_10-13_CERTIFICATE_KOI_#46.jpg,"{'breeder': 'Marudo', 'length_inches': '', 'gender': '', 'certificate': True, 'age': '', 'multiple_fish': False}",Marudo,,,True,,False
